Country,City,Id,lat,lon
Sudan,أبو حمد,1950229972,19.5378928,33.3248471
Sudan,عبري,1958038093,20.7930384,30.3406751
Sudan,كرمة,1958047978,19.593098,30.4091017
Sudan,الدويم,1977780575,13.997187,32.30946
Sudan,أم درمان,1980789690,15.6445536,32.4777311
Sudan,المناقل,2116631186,14.2467437,32.9858537
Sudan,تلودي,2146406946,10.6326436,30.3793795
Sudan,النهود,2373597402,12.692159,28.422103
Sudan,ود بندة,2373597639,13.0931468,27.9432003
Sudan,بارا,2374654672,13.6968325,30.3703697
Sudan,بورام,2574072000,10.8616617,25.1583291
Sudan,بوط,2597933459,11.4210555,33.385474
Sudan,المزموم,2655669111,12.2724838,33.5408281
Sudan,القرابين,2655669439,12.1159815,33.8163017
Sudan,اقدي,2655669549,11.8056389,34.0754246
Sudan,تينا,2932393524,15.0177073,22.8185665
Sudan,تمبول,2955411569,14.9267897,33.422566
Sudan,جبيت,2971608212,18.952248,36.834481
Sudan,سنكات,2983364451,18.8379764,36.8364825
Sudan,الحواتة,3121562429,13.4176259,34.6336766
Sudan,السوكي,3310640105,13.3246176,33.8904559
Sudan,سنجة,3313215531,13.1440522,33.9283527
Sudan,ود النيل,3313277604,12.513909,34.1123314
Sudan,"الدندر ,القويسي",3313281455,13.3342503,34.0869653
Sudan,أروما,3396917409,15.8099977,36.1365693
Sudan,الدالي,3992349935,12.866116,33.4133374
Sudan,الجبلين,3992374366,12.5949867,32.8088318
Sudan,Wedabok,4002925136,11.3696821,33.6404403
Sudan,القولد,4116845005,18.5046499,30.6330833
Sudan,أبو دليق,4309767703,15.8990206,33.8087818
Sudan,الفولة,5838095352,11.7104852,28.3448982
Uganda,Mbarara,293918338,-0.6109532,30.6533047
Uganda,Mukono,294001835,0.3689136,32.7348393
Uganda,Jinja,294001845,0.4353036,33.2055568
Uganda,Mbale,304491931,1.0711896,34.1749506
Uganda,Gulu,304816313,2.770239,32.3044273
Uganda,Lira,305377332,2.2456918,32.896244
Uganda,Hoima,309083090,1.430976,31.352512
Uganda,Iganga,311733271,0.6154854,33.4794594
Uganda,Fort Portal,311747244,0.6561907,30.2779432
Uganda,Masaka,311748711,-0.3390264,31.7465839
Uganda,Kampala,773119937,0.3177137,32.5813539
Uganda,Mityana,1217463192,0.4020509,32.0450101
Uganda,Masindi,1277061228,1.6852537,31.7205937
Uganda,Busia,1429946815,0.4675812,34.0904896
Uganda,Arua,1999485035,3.0225076,30.9104823
Uganda,Entebbe,2099387574,0.0611715,32.4698564
Uganda,Kira,2163191058,0.4003408,32.6391845
Uganda,Njeru,2229121881,0.4307,33.1503623
Uganda,Kasese,2685125666,0.1723707,30.085695
Uganda,Wakiso,3227589041,0.3985735,32.4800899
Uganda,Nansana,3500961528,0.365816,32.529226
Uganda,Kanoni,3983937285,0.1726457,31.9064746
Uganda,Yumbe,3984083146,3.4674131,31.2458678
Uganda,Bukwo,3984705258,1.2889893,34.7409504
Uganda,Mpigi,4042798428,0.2283313,32.3198552
