country,osm_id,town,lat,lon
Democratic Republic of the Congo,1154806497,Kazumba,-6.416667,22.0333331
Democratic Republic of the Congo,1156246079,Kambaja,-6.1473789,23.6669542
Democratic Republic of the Congo,1156246082,Bena Mungendi,-6.1562575,23.6886386
Democratic Republic of the Congo,1156621935,Kirundu,-0.794003,25.517238
Democratic Republic of the Congo,1156634675,Pangi,-3.1697894,26.6369561
Democratic Republic of the Congo,1156635097,Kingombe,-2.5935444,26.6492694
Democratic Republic of the Congo,1157427862,Katanga,-4.1913005,29.0516304
Democratic Republic of the Congo,1157427870,Yungu,-4.8474412,29.1068368
Democratic Republic of the Congo,1157428096,Kikonde,-4.4762399,28.9967489
Democratic Republic of the Congo,1157428116,Talama,-4.9750135,29.1135833
Democratic Republic of the Congo,1157841067,Ango,4.03855,25.8401167
Democratic Republic of the Congo,1157841598,Aba,3.8627171,30.2355777
Democratic Republic of the Congo,1157841662,Kurkwata,3.8218365,30.0520218
Democratic Republic of the Congo,1157860949,Mahagi,2.3003475,30.9917354
Democratic Republic of the Congo,1157861493,Aru,2.8594439,30.824167
Democratic Republic of the Congo,1157861658,Ariwara,3.1340398,30.6979912
Democratic Republic of the Congo,1157866682,Kamango,0.6659178,29.8801794
Democratic Republic of the Congo,1157932555,Kasenyi,1.3902529,30.4382498
Democratic Republic of the Congo,1157935574,Djugu,1.915247,30.503844
Democratic Republic of the Congo,1157936745,Marabo,1.438101,30.0003964
Democratic Republic of the Congo,1157937219,Irumu,1.4528292,29.874835
Democratic Republic of the Congo,1157938789,Mavivi,0.5861222,29.4855928
Democratic Republic of the Congo,1158639577,Inunu,-2.7265741,17.6097134
Democratic Republic of the Congo,1158664614,Mokoli,-2.6270122,17.5728618
Democratic Republic of the Congo,1158664618,Izono I,-2.5809625,17.5265437
Democratic Republic of the Congo,1158664621,Izono II,-2.5878219,17.5473147
Democratic Republic of the Congo,1158678253,Bobala,-2.5564395,17.5064593
Democratic Republic of the Congo,1158678257,Musekono,-2.51974,17.418912
Democratic Republic of the Congo,1158678259,Bopaka-Pentana,-2.495216,17.3687869
Democratic Republic of the Congo,1158678260,Gumba-Gumba,-2.5253994,17.4379664
Democratic Republic of the Congo,1158700579,Bongamo,-2.888229,17.6961451
Democratic Republic of the Congo,1158700585,Kumakan,-2.8823999,17.6405268
Democratic Republic of the Congo,1158700591,Dua-Gombe,-2.8412525,17.53753
Democratic Republic of the Congo,1158700595,Malangwa,-2.8393666,17.5740939
Democratic Republic of the Congo,1158700601,Madja,-2.8966297,17.4851733
Democratic Republic of the Congo,1158700611,Iba,-2.7947886,17.8441172
Democratic Republic of the Congo,1158700613,Mongobele,-2.7910165,17.8576785
Democratic Republic of the Congo,1158700616,Bediki,-2.8366234,17.7759677
Democratic Republic of the Congo,1158700620,Seletin,-2.8767422,17.710908
Democratic Republic of the Congo,1158700624,Kebilankale,-2.9057161,17.7097064
Democratic Republic of the Congo,1158948544,Nyamilima,-0.8831012,29.566521
Democratic Republic of the Congo,1159370351,Bugarula,-2.0646694,29.0567778
Democratic Republic of the Congo,1160971159,Katana centre,-2.225003,28.8319748
Democratic Republic of the Congo,1160972458,Kalehe,-2.1065462,28.9186227
Democratic Republic of the Congo,1160972533,Kamanyola,-2.7398494,29.0024176
Democratic Republic of the Congo,1160972797,Kiliba,-3.2616729,29.201103
Democratic Republic of the Congo,1161454869,Kalo,-4.12171,19.25819
Democratic Republic of the Congo,1168001704,Moanda,-5.9282219,12.378028
Democratic Republic of the Congo,1168656575,Lukula,-5.3665,12.9314902
Democratic Republic of the Congo,1187804011,Mokambo,-12.4267089,28.3448825
Democratic Republic of the Congo,1187804092,Tshinsenda,-12.2588468,27.9693822
Democratic Republic of the Congo,1187804129,Kasumbalesa,-12.2026311,27.7962803
Democratic Republic of the Congo,1379953554,Kikoka,-7.1516284,26.8922871
Democratic Republic of the Congo,1704422398,Kahinda,-7.7977434,23.3776693
Democratic Republic of the Congo,1705497821,Kakinda,-7.3481533,23.8335493
Democratic Republic of the Congo,1705497830,Lusuku,-7.3346874,23.8893838
Democratic Republic of the Congo,1711382372,Kimanda,-7.7322159,24.2823035
Democratic Republic of the Congo,1715379381,Yanonge,0.5929039,24.7173107
Democratic Republic of the Congo,1717724758,Shamuyaya,-6.9868089,21.25103
Democratic Republic of the Congo,1721291555,Waka,-0.9372387,20.1890401
Democratic Republic of the Congo,1721825132,Bokote,-0.2126707,20.2082648
Democratic Republic of the Congo,1721875607,Bokungu,-0.609586,22.312214
Democratic Republic of the Congo,1721875625,Mondombe,-0.7783994,22.7547497
Democratic Republic of the Congo,1721875631,Yalusaka,-0.9612514,22.9720036
Democratic Republic of the Congo,1722363809,Yolombo,-1.6302051,23.406424
Democratic Republic of the Congo,1722835442,Bondo,-1.3547672,24.0836834
Democratic Republic of the Congo,1722890446,Moma,-1.572835,24.152942
Democratic Republic of the Congo,1722905623,Elinga-Mpango,-1.9905011,24.2212821
Democratic Republic of the Congo,1722930965,Ekumakoko,-2.5249175,23.9865191
Democratic Republic of the Congo,1724247622,Kapanga,-8.390512,22.564861
Democratic Republic of the Congo,1729932919,Gombari,2.7151568,29.0485234
Democratic Republic of the Congo,1730415847,Waka,1.0026202,20.2100237
Democratic Republic of the Congo,1731963648,Baringa,0.7305922,20.7348506
Democratic Republic of the Congo,1732085259,Mompono,0.1463669,21.7011121
Democratic Republic of the Congo,1732741291,Yoseki,0.6704036,22.7984442
Democratic Republic of the Congo,1732759440,Befori,0.1683909,22.4000022
Democratic Republic of the Congo,1733020910,Obokote,-0.8360688,26.2707646
Democratic Republic of the Congo,1735098857,Lusangi,-4.6406123,27.1249172
Democratic Republic of the Congo,1735272705,Kama,-3.5190681,27.1205653
Democratic Republic of the Congo,1746307131,Makongo,3.2467012,26.3577563
Democratic Republic of the Congo,1747173866,Tenke,-11.3478293,26.7627277
Democratic Republic of the Congo,1783205512,Misumba,-4.270726,21.9495347
Democratic Republic of the Congo,1808840953,Kisenge,-10.6795102,23.1781914
Democratic Republic of the Congo,1916596917,Kabimba,-5.5634972,29.3432593
Democratic Republic of the Congo,2064699445,Kazumba,-7.3037537,22.0426809
Democratic Republic of the Congo,2065998996,Masisi,-1.3972123,28.8170537
Democratic Republic of the Congo,2080731983,Rutshuru,-1.1869031,29.4461316
Democratic Republic of the Congo,2126532388,Walungu,-2.6236203,28.6734337
Democratic Republic of the Congo,2143087509,Nangazizi,3.0444631,27.7673806
Democratic Republic of the Congo,2199926605,Kimwenza,-4.4590321,15.2887241
Democratic Republic of the Congo,2211062868,Egbita,2.7104053,27.3989814
Democratic Republic of the Congo,2272876673,Fungurume,-10.6165717,26.3166156
Democratic Republic of the Congo,2274965885,Malemba Nkulu,-8.0412413,26.7908925
Democratic Republic of the Congo,2486103098,Abumumbazi,3.6891174,22.1528985
Democratic Republic of the Congo,2552454235,Kama,-2.9557413,25.9361221
Democratic Republic of the Congo,2552875364,NA,-0.0542545,29.2278697
Democratic Republic of the Congo,2552931374,Bilundule,-0.8565611,29.1244291
Democratic Republic of the Congo,2670012714,Kikondja,-8.2044041,26.4227755
Democratic Republic of the Congo,2672831902,NA,-8.626463,27.3415298
Democratic Republic of the Congo,2673985958,Kolula,-2.9760429,27.8703679
Democratic Republic of the Congo,2679542879,Kasenga,-10.38483,28.6145706
Democratic Republic of the Congo,2683222863,Lwishia,-11.1726729,27.0174795
Democratic Republic of the Congo,2729623583,Shamwana,-8.1530887,27.98981
Democratic Republic of the Congo,2864432901,Semendwa,-3.233476,18.1151414
Democratic Republic of the Congo,2879834001,Mwala-Kinsende,-5.2715354,14.9681448
Democratic Republic of the Congo,2915210851,Bokoro,-2.8641856,18.3635011
Democratic Republic of the Congo,3076870389,Dongo-Moke,2.4537939,20.1301808
Democratic Republic of the Congo,3076914955,Mbaya,2.5247655,20.2263199
Democratic Republic of the Congo,3076942286,Bongo,3.0127507,20.0947127
Democratic Republic of the Congo,3098497336,Boso-Modjebo,3.0879204,20.7786484
Democratic Republic of the Congo,3141329004,Matili,-2.8648376,27.1841069
Democratic Republic of the Congo,3184567071,Mai Baridi Mine Township,-6.0126164,28.198424
Democratic Republic of the Congo,3188038270,NA,-6.0756103,28.2037358
Democratic Republic of the Congo,3188038906,NA,-6.1810667,28.2136481
Democratic Republic of the Congo,3188051807,NA,-6.2261587,28.2423273
Democratic Republic of the Congo,3188059510,NA,-6.2836618,28.2011438
Democratic Republic of the Congo,3188079486,Ilunga,-6.1856555,28.0641046
Democratic Republic of the Congo,3188079710,NA,-6.2272024,28.0591746
Democratic Republic of the Congo,3198247298,Katchungu,-2.440835,27.3896226
Democratic Republic of the Congo,3209043390,Lulimba,-4.6811288,28.6522073
Democratic Republic of the Congo,3299948567,Kitanda,-6.5880135,26.4546865
Democratic Republic of the Congo,3300238462,Kitenge,-6.8959623,25.9769943
Democratic Republic of the Congo,3384368752,Mongbwalu,1.9368525,30.0458305
Democratic Republic of the Congo,3430537727,Nebobongo,2.4503207,27.6294402
Democratic Republic of the Congo,3514835444,Nyabibwe,-1.9795007,28.9109016
Democratic Republic of the Congo,3683866777,Beya-Bwanga,-5.0482279,22.1643522
Democratic Republic of the Congo,3683866778,Bena-Leka,-5.1271652,22.1712264
Democratic Republic of the Congo,3683866780,Kanomno,-5.5106165,22.2758723
Democratic Republic of the Congo,3690902130,Bili,4.5630702,19.9369137
Democratic Republic of the Congo,3717974666,Kyavinyonge,-0.1516443,29.5537929
Democratic Republic of the Congo,3758546877,Mweso,-1.1274261,29.0425934
Democratic Republic of the Congo,3886508776,Makungu,-3.1420744,26.0105375
Democratic Republic of the Congo,3893982739,Mukubu,-8.1069644,27.0526563
Democratic Republic of the Congo,3893996134,Mukanga,-8.2212073,26.9171839
Democratic Republic of the Congo,3894022897,Kyolo,-8.0233647,27.1242047
Democratic Republic of the Congo,3955765933,Malemba Nkulu,-8.0414041,26.790952
Democratic Republic of the Congo,3955795854,Lwamba,-7.7150566,26.5994134
Democratic Republic of the Congo,3955804525,Kadindwe,-7.6017463,26.8140527
Democratic Republic of the Congo,3985083559,Bafwabango,1.7496027,27.8228705
